Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,sp,TSP,PP,TPP,CP,TCP,Vat,vat value,total cost
111003772,Neurobion 30 Tab,306824A,549304,8/1/2030,10,23.3,233,23.3,233,19.42,194.18,0,0,194.18
111003772,Neurobion 30 Tab,340123A,545548,8/1/2030,3,23.3,69.9,23.3,69.9,19.42,58.25,0,0,58.25
111003791,Neurobion 3ml 10 Amp,1,545132,8/1/2030,1,45.5,45.5,37.92,37.92,37.92,37.92,0,0,37.92
111003791,Neurobion 3ml 10 Amp,F775,549305,8/1/2030,2,45.5,91,45.5,91,37.92,75.84,0,0,75.84
111001580,Neurorubine Forte 20 tab,24010123,541334,8/1/2030,4,12.05,48.2,12.05,48.2,9.13,36.52,0,0,36.52
111003682,Neurovit Tab,5033063,538342,8/1/2030,9,10,90,10,90,8.33,75.01,0,0,75.01
121016858,Neutrogena Hydro Boost Eye Gel Cream 15ml,1,538772,8/1/2030,3,45,135,38,114,38,114,0.15,17.1,131.1
121017066,Neutrogena Skin Detox Clay Wash Mask 150ml,1,515992,8/1/2030,2,36,72,20,40,20,40,0.15,6,46
121017003,Neutrogena Spot Controlling Facial Wash 200ml,1,524354,8/1/2030,1,39,39,24,24,24,24,0.15,3.6,27.6
121017003,Neutrogena Spot Controlling Facial Wash 200ml,1,547336,8/1/2030,6,39,234,24,144,24,144,0.15,21.6,165.6
111001584,Nexium 20mg tab bx/28 ea,zeta,523989,8/1/2030,2,68.7,137.4,68.7,137.4,51.53,103.06,0,0,103.06
111001584,Nexium 20mg tab bx/28 ea,zeta,541335,8/1/2030,4,68.7,274.8,68.7,274.8,52.05,208.2,0,0,208.2
111001585,Nexium 20mg tabs bx/14 ea,ZEYS,547518,8/1/2030,5,35.25,176.25,26.71,133.55,26.71,133.55,0,0,133.55
111001587,Nexium 40mg tab bx/28 ea,ZRBY,540969,8/1/2030,2.5,77.25,193.13,77.25,193.13,60.46,151.15,0,0,151.15
111001595,Nicotinell 7 system 10 mg,679100m,523992,8/1/2030,1,60.1,60.1,60.1,60.1,50.09,50.09,0,0,50.09
131000183,Nido Green 1800 gm,1,548560,8/1/2030,2,104,208,98.54,197.08,98.54,197.08,0.15,29.56,226.64
131000182,Nido Green 400 gm,1,548562,8/1/2030,6,28,168,25.86,155.16,25.86,155.16,0.15,23.27,178.43
131000182,Nido Green 400 gm,1,532106,8/1/2030,1,28,28,26.12,26.12,26.12,26.12,0.15,3.92,30.04
131000179,Nido Red 1800 gm,1,548768,8/1/2030,3,113.04,339.12,107.39,322.17,107.39,322.17,0.15,48.33,370.5
131000179,Nido Red 1800 gm,1,545402,8/1/2030,2,113.04,226.08,107.39,214.78,107.39,214.78,0.15,32.22,247
131000180,Nido Red 400 gm,1,522398,8/1/2030,3,31.5,94.5,28.5,85.5,28.5,85.5,0.15,12.83,98.33
131000180,Nido Red 400 gm,1,545404,8/1/2030,2,31.5,63,28.91,57.82,28.91,57.82,0.15,8.67,66.49
131000181,Nido Red 900 gm,1,548561,8/1/2030,3,60,180,57.83,173.49,57.83,173.49,0.15,26.02,199.51
131000181,Nido Red 900 gm,1,545403,8/1/2030,1,60,60,57.83,57.83,57.83,57.83,0.15,8.67,66.5
121015436,NIivea Deo Spray Cool Kick 200ml,1,533286,8/1/2030,1,26,26,17.5,17.5,17.5,17.5,0.15,2.63,20.13
121015542,Nivea Aloe Hydration Body Lotion 400ml,1,512685,8/1/2030,1,26,26,17.9,17.9,17.9,17.9,0.15,2.69,20.59
121015542,Nivea Aloe Hydration Body Lotion 400ml,1,516019,8/1/2030,1,26,26,17.9,17.9,17.9,17.9,0.15,2.69,20.59
121005756,Nivea Aqua Cool Spray Men 150ml,1,547351,8/1/2030,5,23,115,14.9,74.5,14.9,74.5,0.15,11.18,85.68
121012285,Nivea Body Cocoa Butter Lotion 400ml 70602,1,516020,8/1/2030,1,26,26,17.9,17.9,17.9,17.9,0.15,2.69,20.59
121012286,Nivea Body Cocoa Butter Lotion 625ml 70603,1,496707,8/1/2030,1,35,35,24.5,24.5,24.5,24.5,0.15,3.68,28.18
121015799,Nivea Body Lotion Express Hydration 250ml,1,476553,8/1/2030,3,21,63,13.61,40.83,13.61,40.83,0.15,6.12,46.95
121018619,Nivea Body Lotion Natural Fairness Cool Fresh 250ml,1,473233,8/1/2030,3,23,69,14.47,43.41,14.47,43.41,0.15,6.51,49.92
121009836,Nivea Body Sensual Musk Lotion 400ml,1,512697,8/1/2030,1,26,26,17.9,17.9,17.9,17.9,0.15,2.69,20.59
121016800,Nivea Care Fairness Spf15 Cream 200ml,1,515812,8/1/2030,3,25,75,17.4,52.2,17.4,52.2,0.15,7.83,60.03
121003185,Nivea Cream 150ml,1,514388,8/1/2030,3,14,42,8.59,25.77,8.59,25.77,0.15,3.87,29.64
121003185,Nivea Cream 150ml,1,505386,8/1/2030,4,14,56,8.59,34.36,8.59,34.36,0.15,5.15,39.51
121003186,Nivea Cream 250ml,1,505387,8/1/2030,3,21,63,13,39,13,39,0.15,5.85,44.85
121003188,Nivea Cream 60ml,1,547230,8/1/2030,4,8,32,4.47,17.88,4.47,17.88,0.15,2.68,20.56
121016657,Nivea Deep Clean Shaving Gel 200ml,1,504788,8/1/2030,1,23,23,16.9,16.9,16.9,16.9,0.15,2.54,19.44
121016657,Nivea Deep Clean Shaving Gel 200ml,1,515817,8/1/2030,1,23,23,16.9,16.9,16.9,16.9,0.15,2.54,19.44
121015779,Nivea Deo Dry Comfort Spray Female 150ml,1,476526,8/1/2030,2,23,46,15.44,30.88,15.44,30.88,0.15,4.63,35.51
121015779,Nivea Deo Dry Comfort Spray Female 150ml,1,496396,8/1/2030,4,23,92,14.9,59.6,14.9,59.6,0.15,8.94,68.54
121005763,Nivea Deo Dry Impact Plus Spray Men 200ml,1,533289,8/1/2030,1,26,26,17.5,17.5,17.5,17.5,0.15,2.63,20.13
121005761,Nivea Deo Fresh Active Spray Men 200ml,1,476441,8/1/2030,2,26,52,18.16,36.32,18.16,36.32,0.15,5.45,41.77
121005761,Nivea Deo Fresh Active Spray Men 200ml,1,496202,8/1/2030,3,26,78,17.5,52.5,17.5,52.5,0.15,7.88,60.38
121014565,Nivea Deo Fresh Natural Spray Female 150ml,1,496390,8/1/2030,2,23,46,14.85,29.7,14.85,29.7,0.15,4.46,34.16
121014565,Nivea Deo Fresh Natural Spray Female 150ml,1,547226,8/1/2030,6,23,138,14.85,89.1,14.85,89.1,0.15,13.37,102.47
121005762,Nivea Deo Fresh Natural Spray Female 200ml,1,496392,8/1/2030,1,21,21,17.5,17.5,17.5,17.5,0.15,2.63,20.13
121012532,Nivea Deo Fresh Power Roll On 50ml 70651,1,516008,8/1/2030,8,19,152,12.1,96.8,12.1,96.8,0.15,14.52,111.32
121012533,Nivea Deo Fresh Power Spray 150ml 70652,1,522974,8/1/2030,3,23,69,14.9,44.7,14.9,44.7,0.15,6.71,51.41
121012533,Nivea Deo Fresh Power Spray 150ml 70652,1,516018,8/1/2030,2,23,46,14.9,29.8,14.9,29.8,0.15,4.47,34.27
121012534,Nivea Deo Fresh Power Spray 200ml 70653,1,456375,8/1/2030,1,26,26,16.24,16.24,16.24,16.24,0.15,2.44,18.68
121012534,Nivea Deo Fresh Power Spray 200ml 70653,1,475181,8/1/2030,2,26,52,18.16,36.32,18.16,36.32,0.15,5.45,41.77
121011972,Nivea Deo Natural Fairness Spray 150ml 71859,1,546952,8/1/2030,6,23,138,14.9,89.4,14.9,89.4,0.15,13.41,102.81
121012529,Nivea Deo Powder Touch Roll On Female 50ml 70614,1,547350,8/1/2030,6,19,114,12.1,72.6,12.1,72.6,0.15,10.89,83.49
121012287,Nivea Deo Powder Touch Spray Female 150ml 70615,1,539083,8/1/2030,3,23,69,14.9,44.7,14.9,44.7,0.15,6.71,51.41
121012287,Nivea Deo Powder Touch Spray Female 150ml 70615,1,496397,8/1/2030,1,23,23,14.9,14.9,14.9,14.9,0.15,2.24,17.14
121014918,Nivea Deo Protect & Care Spray 150ml,1,496172,8/1/2030,4,23,92,14.9,59.6,14.9,59.6,0.15,8.94,68.54
121016965,Nivea Deo Roll Clean Protect With Pure Alum 50ml,1,528695,8/1/2030,6,19,114,12.1,72.6,12.1,72.6,0.15,10.89,83.49
121016965,Nivea Deo Roll Clean Protect With Pure Alum 50ml,1,539071,8/1/2030,1,19,19,12.1,12.1,12.1,12.1,0.15,1.82,13.92
121016746,Nivea Deo Roll Deep Black Carbon Dark Wood 50ml,1,528720,8/1/2030,1,19,19,12.1,12.1,12.1,12.1,0.15,1.82,13.92
121016966,Nivea Deo Roll Deep Black Carbon Espresso 50ml,1,539079,8/1/2030,1,19,19,12.1,12.1,12.1,12.1,0.15,1.82,13.92
121016967,Nivea Deo Roll Fresh Cherry 50ml,1,522879,8/1/2030,6,19,114,12.1,72.6,12.1,72.6,0.15,10.89,83.49
121014680,Nivea Deo Roll On Fresh Comfort 50ml,1,528697,8/1/2030,3,19,57,12.1,36.3,12.1,36.3,0.15,5.45,41.75
121021186,Nivea Deo Roll On Natural Radiance C E 50ml,1,516022,8/1/2030,2,19,38,12.85,25.7,12.85,25.7,0.15,3.86,29.56
121021186,Nivea Deo Roll On Natural Radiance C E 50ml,1,547353,8/1/2030,5,19,95,12.1,60.5,12.1,60.5,0.15,9.08,69.58
121006242,Nivea Deo Silver Protect Spray Men 150ml,1,533298,8/1/2030,2,23,46,14.9,29.8,14.9,29.8,0.15,4.47,34.27
121006242,Nivea Deo Silver Protect Spray Men 150ml,1,475193,8/1/2030,4,23,92,15.44,61.76,15.44,61.76,0.15,9.26,71.02
121003199,Nivea Deo Spray Aqua Cool 200ml,1,476552,8/1/2030,4,26,104,18.16,72.64,18.16,72.64,0.15,10.9,83.54
121017139,Nivea Deo Spray Black Charbon Espresso 150ml,1,533287,8/1/2030,1,23,23,14.9,14.9,14.9,14.9,0.15,2.24,17.14
121021853,Nivea Deo Spray Black Pearl Beauty 150ml,1,516025,8/1/2030,3,26,78,17.25,51.75,17.25,51.75,0.15,7.76,59.51
121016951,Nivea Deo Spray Clean Protect With Pure Alum 200ml,1,463044,8/1/2030,1,26,26,16.24,16.24,16.24,16.24,0.15,2.44,18.68
121018976,Nivea Deo Spray Deep Beats 150ml,55,475194,8/1/2030,1,23,23,15.4,15.4,15.4,15.4,0.15,2.31,17.71
121018976,Nivea Deo Spray Deep Beats 150ml,1,476529,8/1/2030,1,23,23,15.4,15.4,15.4,15.4,0.15,2.31,17.71
121016808,Nivea Deo Spray Deep Black Carbon Dark Wood 150ml,1,516013,8/1/2030,2,23,46,14.85,29.7,14.85,29.7,0.15,4.46,34.16
121016948,Nivea Deo Spray Dry Fresh Men 150ml,3333,448797,8/1/2030,3,23,69,17,51,11.05,33.15,0.15,4.97,38.12
121016675,Nivea Deo Spray Dry Fresh Women 150ml,1,496387,8/1/2030,3,23,69,14.9,44.7,14.9,44.7,0.15,6.71,51.41
121015910,Nivea Deo Spray Fresh Comfort 150ml,1,547352,8/1/2030,6,23,138,14.85,89.1,14.85,89.1,0.15,13.37,102.47
121016310,Nivea Deo Spray Invisible Black & White Silky Smooth 150ml,1,496400,8/1/2030,1,23,23,14.9,14.9,14.9,14.9,0.15,2.24,17.14
121016310,Nivea Deo Spray Invisible Black & White Silky Smooth 150ml,1,516035,8/1/2030,2,23,46,14.9,29.8,14.9,29.8,0.15,4.47,34.27
121016949,Nivea Deo Spray Men Frseh Ocean 150ml,1,533296,8/1/2030,2,23,46,14.85,29.7,14.85,29.7,0.15,4.46,34.16
121021187,Nivea Deo Spray Natural Radiance C E 150ml,1,534972,8/1/2030,2,26,52,17.25,34.5,17.25,34.5,0.15,5.18,39.68
121021189,Nivea Deo Stick Cool Kick 50ml,1,547354,8/1/2030,6,28,168,16.2,97.2,16.2,97.2,0.15,14.58,111.78
121021189,Nivea Deo Stick Cool Kick 50ml,1,516027,8/1/2030,1,28,28,16.2,16.2,16.2,16.2,0.15,2.43,18.63
