Name,Avenzur Code,old names,Barcode Symbology,Brand,Retaj Code
Royce Sunscreen SPF +50,121019773,Royce - Sunscreen PA+++50,code128,Royce,121019773
Cetaphil Moisturizing Cream 550 Gm,9318637391714,Cetaphil Moisturizing Cream 550gm,code128,Cetaphil,121020003
Blade L Carntine 200 Mg Green Tea Cherry 500,121020160,Blade L-Carntine 200mg Green Tea Cherry 500,code128,Blade,121020160
Green Wealth Neo Hair Lotion 120 Ml,121020606,Green Wealth Neo Hair Lotion 120ml,code128,Green Wealth,121020606
Bioderma Sensibio Eye Gel Contour 15Ml,121020625,Bioderma Sensibio Eye Gel Contour 15ml,code128,Bioderma,121020625
Kiss Impress Color Nails Kimm,731509837933,Kiss Impress Color Nails Kimm,code128,Kiss,121020652
Kiss Iash Glue Liner,731509827446,Kiss Iash Glue Liner,code128,Kiss,121020653
Kiss Maximum Speed Nil Glue Colle 3Gm,121020656,Kiss Maximum Speed Nil Glue Colle 3gm,code128,Kiss,121020656
Kiss Blooming Lash,731509659191,Kiss Blooming Lash,code128,Kiss,121020661
Kiss Premium Lash Envy Kpe,731509541083,Kiss Premium Lash Envy Kpe,code128,Kiss,121020664
Kiss Blowout Lash,731509735024,Kiss Blowout Lash,code128,Kiss,121020665
Laperva Almond Cashew Duo Bar 90 Gm,121020669,Laperva Almond Cashew Duo Bar 90gm,code128,Laperva,121020669
Vichy Capital Soleil Dry Touch Face Fluid Spf50 Ml,121020675,Vichy Capital Soleil Dry Touch Face Fluid Spf50ml,code128,Vichy,121020675
Vichy Capital Soleil Uv Age 40 Ml,121020676,Vichy Capital Soleil Uv Age 40ml,code128,Vichy,121020676
Jullyderm Sun Block Cream 100 Ml,121020681,Jullyderm Sun Block cream 100ml,code128,Jullyderm,121020681
Isdin Fusion Water Spf 50 + 50 Ml,121020722,Isdin Fusion Water Spf 50+ 50ml,code128,ISDIN,121020722
Louis Widmer Deo Roll On Non Scented 50 Ml,121020749,Louis Widmer Deo Roll On Non Scented 50,code128,Louis Widmer,121020749
Eucerin Roughness Relief Spot Treatment 71 Gm,072140024406,Eucerin Roughness Relief Spot Treatment 71G,code128,Eucerin,121020762
Eucerin Advanced Repair Cream 454 Gm,072140020491,Eucerin Advanced Repair Cream 454G,code128,Eucerin,121020764
Laino Foaming Cleansing Gel 200 Ml,121020767,Laino Foaming Cleansing Gel,code128,Laino,121020767
Manzanilla Oro Decoloracion Capilar Liquida 180 Ml,121020778,Manzanilla Oro Decoloracion Capilar Liquida 180ml,code128,Manzanilla,121020778
Holista Vita Lite Apple Cider Vinegar 90 Gummies,121020809,Vita Lite Apple Cider Vinegar 90 gummies,code128,Holista,121020809
Lee Stafford Original Dry Shampoo 200 Ml,121020838,Lee Stafford Original Dry Shampoo 200ml,code128,Lee Stafford,121020838
Uriage Hyseac 3 Regular Cream 40 Ml,121020841,URIAGE HYSEAC  3- REGULAR CREAM 40 ML,code128,Uriage,121020841
Lee Stafford Choco Locks Shampoo 250 Ml,121020844,Lee Stafford Choco Locks Shampoo 250ml,code128,Lee Stafford,121020844
Star Pharma Silver Spray 20 Ml,121020895,Silver Spray 20ml,code128,Star Pharma,121020895
Dymatize Iso 100 Cookies And Cream 5 Lbs,121020898,Dymatize Iso 100 Cookies And Cream  5lbs,code128,Dymatize,121020898
Optimum Nutrition Gold Standard 100% Whey 24 Gm Protein 5Lb Double Rich Chocolate,748927064919,Optimum Nutrition Gold Standard 100% Whey 24gm protein 5lb double rich chocolate,code128,Optimum Nutrition,121020899
Dymatize Iso100 Hydrolyzed Protein Powder 100% Whey Protein Isolate 45 Servings3 Lbvanilla,705016373062,"ISO100 Hydrolyzed Protein Powder 100% whey protein  isolate ,45 servings,3 LB,vanilla",code128,Dymatize,121020903
Dymatize All 9 Amino 30 Servings Juicy Watermelon 450 Gm,705016181049,Dymatize All 9 AMINO 30 servings juicy watermelon 450g,code128,Dymatize,121020904
Optimun Nutrition Whey Proteine Powder Vanilla Ice Cream 2Lbs,121020908,Whey Proteine Powder Vanilla Ice Cream 2lbs,code128,Optimun Nutrition,121020908
Optimum Nutrition Gold Standard Whey 24Gm Protein 2Lb Vanilla Ice Cream,748927064933,"Optimum Nutrition Gold standard Whey 24g protein, 2LB, vanilla ice cream",code128,Optimum Nutrition,121020908
Basix The Shred Powder Sour Gummy Bear 300 Gm,5060686530630,The Shred Powder Sour Gummy Bear  -300g ,code128,Basix,121020910
Basix Xtreme Pump Blue Rasrush Flavor 330 Gms,5060686530982,Basix Xtreme Pump blue rasrush flavor 330gms,code128,Basix,121020911
Laperva Collagen Passion Fruit Flav 60 M,121020919,Laperva Collagen Passion Fruit Flav 60m,code128,Laperva,121020919
Normazal Plus 65 Ml,6287002339213,Normazal Plus 65 ml,code128,Normazal,121020969
Vichy Reglateur Aerosol Deodrant 48H 125 Ml,121020985,Vichy Reglateur Aerosol Deodrant 48h 125ml,code128,Vichy,121020985
Laperva Triple Mass Vanilla Caramel 6 1Lb 8 Serving,5412860346900,"Laperva Triple Mass Vanilla Caramel 6.1LB, 8 Serving",code128,Laperva,121021001
Helenvita Sun Tanning Booster Oil 200 Ml,121021026,Helenvita Sun Tanning Booster Oil,code128,Helenvita,121021026
Petal Fresh Color Protection Shampo Pomegranate 475 Ml,121021032,Petal Fresh Color Protection Shampo Pomegranate 475ml,code128,Petal Fresh,121021032
Armalla Hemp Seed Oil Conditioner 500 Ml,121021034,Armalla Hemp Seed Oil Conditioner 500ml,code128,Armalla,121021034
Eco Styler Styling Gel Olive Oil 473 Ml,121021036,Eco Styling Gel Olive Oil 473ml,code128,Eco Styler,121021036
Biotipo Platinum Violet Moisturizing Shampo 300 Ml,121021039,Biotipo Platinum Violet Moisturizing Shampo 300ml,code128,Biotipo,121021039
Isdin Bexident Dentes Sensitive Teeth 500 Ml,121021046,Bexident Dentes Sensitive Teeth 500ml,code128,ISDIN,121021046
Giovanni Ultra Volume Shampo Papaya Tangrine 250 Ml,121021053,Giovanni Ultra Volume Shampo Papaya Tangrine 250ml,code128,Giovanni,121021053
Petal Fresh Scalp Treatment Tea Tree Shampo 475 Ml,121021054,Petal Fresh Scalp Treatment Tea Tree Shampo 475ml,code128,Petal Fresh,121021054
Giovanni Frizz Be Gone Shampo 250 Ml,121021057,Giovanni Frizz Be Gone Shampo 250ml,code128,Giovanni,121021057
Lapreva Pre Workout Ripped Straw Watermellon 300Kg,121021086,Lapreva Pre Workout Ripped Straw Watermellon 300kg,code128,Lapreva,121021086
Laperva Triple Power 30 Servings Crazy Cola,5412860346665,Laperva Triple Power 30 servings crazy cola,code128,Laperva,121021087
Laperva Iso Triple Zero 25 Gm Protein Serving Chocolate,6290360500997,Laperva ISO Triple Zero 25gm protein/serving chocolate,code128,Laperva,121021088
Nivea Antiperspirant Roll On For Women 48H Protection Natural Radiance 50 Ml,4005900967367,"Nivea Antiperspirant Roll-on for Women, 48h Protection, Natural Radiance, 50ml",code25,Nivea,121021187
Color Wow Dream Coat For Curly Hair Moisture Mist 200 Ml,5060150185304,Dream coat for curly hair moisture mist 200ml,code25,Color Wow,121021291
Color Wow Spray Xtra Large Bombshell Volumizer,5060150185663,Color WOW Spray Xtra Large Bombshell Volumizer,code25,Color Wow,121021292
Urban Decay All Nighter Long Lasting Makeup Setting Spray 118 Ml,3605971305887,Urban Decay All Nighter - Long-Lasting Makeup Setting Spray 118ml,code25,Urban Decay,121021293
The Ordinary Glycolic Acid 7% Toning Solution,769915190977,The Ordinary Glycolic Acid 7% Toning Solution,code25,The Ordinary,121021294
Beauty Of Joseon Relief Sun Rice + Probiotics Spf 50+ 50 Ml,8809782555508,"Beauty of Joseon, Relief Sun: Rice + Probiotics, SPF 50+ PA ++++, 50 ml",code25,beauty of Joseon,121021295
Deiters Herbensurina Food Supplement 30 G 20 Pcs,131000724,Herbensurina Food Supplement 30g 20 pcs,code128,Deiters,131000724
Bambi Aqua Cln 4X2+1 Free 5603P12,5281001941881,Bambi Aqua Cln 4x2+1 Free 5603p12,code128,Bambi,141000826
Always Super Plus With Wings 6X30 (Move),143000020,Always Super Plus With Wings 6x30 (Move),code128,Always,143000020
Fam Wing Trifold Normal 12 Pkt,143000206,Fam Wing Trifold Normal 12Pkt,code128,Fam,143000206
Freshdays Fscl 6X (52+20) Pads,143000301,Freshdays FSCL 6x(52+20) DL12LG5201P11,code128,Freshdays,143000301
Contour Microfill Strips 50S,151001146,Ascensia Contour Microfill Strips 50s,code128,Contour,151001146
Uriage Spf 50 Tinted Sun Cream 50 Ml,151001363,Uriage SPF 50 Tinted Sun Cream 50 ml,code128,Uriage,151001363
Avene Mineral Cream 50+ 645003,151001416,Avene Mineral Cream 50+ 645003,code128,Avene,151001416
Contour Ts Blood Glucose System,151001589,Contour TS Blood Glucose System,code128,Contour,151001589
Accu Check Instant System,151001643,Accu Chek Instant System,code128,Accu Check,151001643
Spectra Portable Breast Pump,151001671,Spectra Portable Breast Pump,code128,Spectra,151001671
Philips Aerofamily Nebulizer Compressor System,151001723,Philips Aerofamily Nebulizer Compressor System,code128,Philips,151001723
Jamieson Zinc 10 Mg 100 Tab,64642073983,Jamieson Zinc 10mg 100tab,code128,Jamieson,64642073983
Eucerin Eczema Relief Cream For Baby 141 Gm,72140015213,Eucerin Eczema Relief Cream For Baby 141gm,code128,Eucerin,72140015213
Tung Brush Usa,614373960245,Tung Brush Usa,code128,Tung,614373960245
Chi Triple Care 3X177 Ml,633911842799,Chi Triple Care 3x177ml,code128,CHI,633911842799
"Applied Nutrition Micellar Casein Protein, Chocolate, 1.8 Kg 25 4 G Protein Per Serving",634158679865,Applied Nutrition 100,code128,Applied Nutrition,634158679865
Kiss 100 Full Cover Nails Ps 12-13-14,731509160048,Kiss 100 Full Cover Nails Ps12-13-14,code128,Kiss,731509160048
Victoria 2000 Mg 30 Cap,766961001370,Victoria 2000mg 30 Cap (New),code128,Victoria,766961001370
Bio Cal D 60 Cap,766961304068,Bio-Cal-D 60 Capulses,code128,Bio Cal,766961304068
Laperva Blender Bottle Prostak Smoke 450 Ml,847280046294,Laperva blender bottle prostak smoke 450ml,code128,Laperva,847280046294
Laperva Blender Bottle Blue 450 Ml,847280046300,Laperva blender bottle blue 450ml,code128,Laperva,847280046300
Avene Cleanance Gel Soapless Cleanser 400 Ml,3282770207774,Avene Cleanance Gel Soapless Cleanser 400ml,code128,Avene,3282770207774
Cerave Eye Repair Cream 14 Ml,3337875597272,Cerave Eye Repair cream 14 ml,code128,CeraVe,3337875597272
La Roche Posay Effaclar Face Gel Wash Micro Peeling 400 Ml,3337875708289,La Roche Posay Effaclar Face Gel Wash Micro Peeling 400ml,code128,La Roche Posay,3337875708289
Vichy Lift Active Serum 10 30 Ml,3337875734905,Vichy Liftactive Serum 10 30ml,code128,Vichy,3337875734905
Vichy Deodrant Clinical Control Men 50 Ml,3337875805025,Vichy Deodrant Clinical Control Men 50ml,code128,Vichy,3337875805025
Vichy Dercos Detox Dr Shampo 150 Ml,3612622152868,Vichy Dercos Detox Dr Shampo 150ml,code128,Vichy,3612622152868
Nivea Shaving Foam Fresh Cool Protect And Care 200 Ml,4005808817009,Nivea Shaving Foam Fresh Cool 200ml-Protect and Care,code128,Nivea,4005808817009
Nivea Men Barber Pro Range Beard & Face Wash 100 Ml,4005900749932,Nivea Men Barber Pro Range Beard & Face Wash 100Ml,code128,Nivea,4005900749932
